myFunc generated func Eliott activation: x/(1+fabsf(x))
input 0.53602 0.154008 PredOutput 0.0615131 0.0186556 
input 0.862329 0.641237 PredOutput 0.0817446 0.0401214 
input -0.67269 -0.3044 PredOutput 0.0130698 -0.0329437 
input 0.559495 0.175141 PredOutput 0.0627745 0.0199923 
input 1.05793 1.18405 PredOutput 0.0960748 0.0553954 
input 0.812929 0.537226 PredOutput 0.0783415 0.0365021 
input 0.14274 0.0029083 PredOutput 0.0443671 0.000449356 
input 1.66049 4.57834 PredOutput 0.141278 0.103863 
input -1.71039 -5.00361 PredOutput -0.0511327 -0.102076 
input 0.41013 0.0689868 PredOutput 0.0552727 0.0120362 
input 1.21338 1.78643 PredOutput 0.108029 0.0681716 
input -1.3651 -2.54384 PredOutput -0.0295486 -0.0787428 
input 1.44052 2.98923 PredOutput 0.125432 0.0868252 
input -0.279413 -0.0218143 PredOutput 0.0299282 -0.0149306 
input 1.16543 1.58294 PredOutput 0.104319 0.0642039 
input 0.817457 0.546255 PredOutput 0.078649 0.0368291 
input 1.94943 7.40833 PredOutput 0.159532 0.123553 
input -1.30439 -2.21932 PredOutput -0.0255581 -0.0744389 
input -0.891931 -0.709567 PredOutput 0.000887268 -0.0459976 
input 1.64551 4.45553 PredOutput 0.140245 0.102752 
input -1.48387 -3.26729 PredOutput -0.0372418 -0.0870491 
input -0.0334452 -3.7411e-05 PredOutput 0.0382706 -0.00603909 
input -0.0176994 -5.5447e-06 PredOutput 0.038797 -0.00547853 
input 0.810385 0.532199 PredOutput 0.0781692 0.0363189 
input 0.453679 0.0933782 PredOutput 0.0573343 0.0142239 
input 0.986709 0.960654 PredOutput 0.0907273 0.0496902 
input -0.00648793 -2.73098e-07 PredOutput 0.0391734 -0.00507774 
input -0.614053 -0.231535 PredOutput 0.0159883 -0.029821 
input 1.79733 5.80611 PredOutput 0.150327 0.113616 
input 1.39976 2.7426 PredOutput 0.12236 0.0835278 
input -0.46496 -0.100519 PredOutput 0.0227356 -0.0226086 
input -1.06081 -1.19376 PredOutput -0.00960466 -0.0572645 
input -1.72547 -5.13713 PredOutput -0.0520094 -0.103026 
input -0.931614 -0.808553 PredOutput -0.00150715 -0.0485669 
input -0.319758 -0.0326937 PredOutput 0.0284596 -0.0164974 
input -1.03197 -1.09901 PredOutput -0.00776271 -0.0552848 
input -0.0553217 -0.000169312 PredOutput 0.0375424 -0.00681465 
input 0.552927 0.169046 PredOutput 0.0624184 0.019615 
input 0.253267 0.0162456 PredOutput 0.0485627 0.00491005 
input -0.464691 -0.100344 PredOutput 0.022747 -0.0225965 
input 1.00918 1.02781 PredOutput 0.0924017 0.051476 
input -0.711731 -0.360535 PredOutput 0.0110435 -0.0351128 
input -0.392533 -0.0604824 PredOutput 0.0256846 -0.0194593 
input 1.2073 1.75973 PredOutput 0.107558 0.0676682 
input 1.60835 4.16049 PredOutput 0.137653 0.099962 
input -0.223938 -0.01123 PredOutput 0.0318808 -0.0128482 
input -1.27212 -2.05863 PredOutput -0.0234293 -0.0721442 
input -1.78675 -5.7042 PredOutput -0.0555015 -0.10681 
input -0.872242 -0.663608 PredOutput 0.00205609 -0.0447439 
input -1.62051 -4.25555 PredOutput -0.0457737 -0.0962744 
input -0.186051 -0.00644019 PredOutput 0.0331787 -0.0114644 
input -0.252735 -0.0161434 PredOutput 0.0308759 -0.0139198 
input 0.345993 0.0414194 PredOutput 0.052405 0.00899174 
input -0.607566 -0.224275 PredOutput 0.0163019 -0.0294856 
input -0.103028 -0.0010936 PredOutput 0.0359594 -0.00850092 
input 0.113287 0.00145393 PredOutput 0.0433087 -0.000676462 
input -1.17191 -1.60948 PredOutput -0.0168258 -0.0650319 
input -1.76512 -5.49945 PredOutput -0.0542817 -0.105488 
input -0.0803732 -0.0005192 PredOutput 0.0367109 -0.00770024 
input -0.920354 -0.779587 PredOutput -0.000822683 -0.0478323 
input -0.685296 -0.321836 PredOutput 0.0124228 -0.0336363 
input -2.04016 -8.49165 PredOutput -0.0686442 -0.121073 
input 0.554242 0.170254 PredOutput 0.0624895 0.0196903 
input -1.22756 -1.84981 PredOutput -0.0204889 -0.0689762 
input -1.71718 -5.06343 PredOutput -0.0515282 -0.102505 
input 0.965632 0.900399 PredOutput 0.0891696 0.0480295 
input -0.811105 -0.533618 PredOutput 0.00559783 -0.0409465 
input -0.502708 -0.127042 PredOutput 0.0211166 -0.0243384 
input 0.24375 0.0144822 PredOutput 0.048186 0.00450964 
input -0.518465 -0.139366 PredOutput 0.0204233 -0.0250793 
input -1.05404 -1.17105 PredOutput -0.00917081 -0.0567981 
input 1.8462 6.29269 PredOutput 0.153386 0.116916 
input 0.870532 0.659712 PredOutput 0.0823196 0.0407334 
input -2.17358 -10.269 PredOutput -0.0746927 -0.127649 
input 0.521166 0.141556 PredOutput 0.0607312 0.0178267 
input -0.43688 -0.0833849 PredOutput 0.0239028 -0.0213619 
input 1.32835 2.34387 PredOutput 0.116909 0.0776819 
input -2.05527 -8.68177 PredOutput -0.0693596 -0.121851 
input -1.37449 -2.59671 PredOutput -0.0301635 -0.0794062 
input 0.298457 0.0265855 PredOutput 0.0503948 0.00685666 
input -0.856949 -0.629311 PredOutput 0.00295476 -0.0437801 
input 1.57324 3.89392 PredOutput 0.135163 0.0972825 
input 0.736298 0.399173 PredOutput 0.0732835 0.0311294 
input -0.82179 -0.554987 PredOutput 0.00498881 -0.0415993 
input -1.50859 -3.4333 PredOutput -0.0388147 -0.0887487 
input 0.772878 0.461671 PredOutput 0.0756629 0.0336557 
input -0.464106 -0.099966 PredOutput 0.0227716 -0.0225702 
input 0.208547 0.00907011 PredOutput 0.0468184 0.003056 
input -1.17428 -1.61924 PredOutput -0.016981 -0.065199 
input 1.90705 6.93561 PredOutput 0.157061 0.120884 
input 1.93217 7.21332 PredOutput 0.158534 0.122475 
input 0.415788 0.0718813 PredOutput 0.0555351 0.0123146 
input 1.91775 7.05301 PredOutput 0.157692 0.121565 
input 0.392289 0.0603698 PredOutput 0.0544557 0.011169 
input 1.21185 1.77972 PredOutput 0.107911 0.0680455 
input 0.459267 0.0968711 PredOutput 0.057606 0.0145121 
input 1.30016 2.1978 PredOutput 0.114739 0.0753572 
input 0.723423 0.378597 PredOutput 0.0724618 0.0302574 
input 0.426356 0.0775026 PredOutput 0.0560294 0.0128393 
input -1.5473 -3.70442 PredOutput -0.0412534 -0.0913849 
input 0.884005 0.69082 PredOutput 0.0832701 0.041745 
input 0.066216 0.000290329 PredOutput 0.0416555 -0.00243559 
input 0.0455358 9.44186e-05 PredOutput 0.0409411 -0.00319586 
input -0.507503 -0.130712 PredOutput 0.0209067 -0.0245627 
input -1.56648 -3.84392 PredOutput -0.04245 -0.0926789 
input -0.410227 -0.0690356 PredOutput 0.0249824 -0.020209 
input 0.324373 0.0341299 PredOutput 0.0514794 0.00800878 
input -0.234333 -0.0128677 PredOutput 0.0315201 -0.0132328 
input -1.94162 -7.31966 PredOutput -0.0637891 -0.115801 
input 0.428031 0.0784198 PredOutput 0.0561083 0.012923 
input 0.57307 0.188201 PredOutput 0.0635185 0.0207806 
input -0.16345 -0.00436673 PredOutput 0.0339425 -0.0106502 
input 1.99171 7.90098 PredOutput 0.161926 0.12614 
input 1.17486 1.62166 PredOutput 0.105048 0.064983 
input -1.2358 -1.88732 PredOutput -0.0210327 -0.0695619 
input -0.148858 -0.00329852 PredOutput 0.0344323 -0.0101281 
input -1.39143 -2.69393 PredOutput -0.0312704 -0.0806007 
input 1.17237 1.61136 PredOutput 0.104855 0.0647771 
input 1.15109 1.52522 PredOutput 0.103212 0.0630201 
input -0.429533 -0.0792485 PredOutput 0.0242031 -0.0210412 
input 0.537533 0.155316 PredOutput 0.0615935 0.0187407 
input -0.615537 -0.233219 PredOutput 0.0159163 -0.0298981 
input -1.27296 -2.06272 PredOutput -0.0234849 -0.0722041 
input -1.71698 -5.06168 PredOutput -0.0515166 -0.102492 
input 0.644689 0.267948 PredOutput 0.0676232 0.025127 
input 0.423898 0.0761702 PredOutput 0.055914 0.0127167 
input 0.279917 0.0219324 PredOutput 0.0496344 0.00604877 
input -0.687098 -0.324381 PredOutput 0.0123297 -0.0337359 
input 0.446278 0.0888823 PredOutput 0.056977 0.0138447 
input 1.9064 6.92854 PredOutput 0.157022 0.120842 
input -0.0540289 -0.000157717 PredOutput 0.0375853 -0.00676889 
input 2.049 8.60251 PredOutput 0.165052 0.12952 
input 1.6817 4.75603 PredOutput 0.142725 0.105422 
input 1.08961 1.29363 PredOutput 0.0984873 0.0579714 
input 1.96522 7.58983 PredOutput 0.160434 0.124528 
input 0.542056 0.159269 PredOutput 0.0618344 0.0189961 
input -1.39011 -2.68625 PredOutput -0.031184 -0.0805075 
input -1.3069 -2.23218 PredOutput -0.0257237 -0.0746175 
input -1.64266 -4.4324 PredOutput -0.0471146 -0.0977256 
input -2.13899 -9.78645 PredOutput -0.0731822 -0.126006 
input -0.16787 -0.00473061 PredOutput 0.0337937 -0.0108089 
input -1.75623 -5.41681 PredOutput -0.0537766 -0.104941 
input -0.467517 -0.102186 PredOutput 0.0226278 -0.0227238 
input -0.91002 -0.75362 PredOutput -0.000197968 -0.047162 
input 0.291124 0.0246736 PredOutput 0.0500925 0.00653556 
input -0.299889 -0.0269699 PredOutput 0.0291886 -0.0157197 
input -0.631915 -0.252334 PredOutput 0.0151153 -0.030755 
input 0.103613 0.00111235 PredOutput 0.0429655 -0.00104165 
input 0.879063 0.679298 PredOutput 0.0829206 0.041373 
input 0.645532 0.269001 PredOutput 0.0676733 0.02518 
input 1.17349 1.61597 PredOutput 0.104942 0.0648693 
input 0.800456 0.512875 PredOutput 0.0774992 0.0356069 
input 1.11091 1.37098 PredOutput 0.100119 0.0597141 
input -1.36812 -2.56078 PredOutput -0.0297467 -0.0789565 
input -1.7536 -5.39253 PredOutput -0.0536268 -0.104778 
input -1.60085 -4.10253 PredOutput -0.0445725 -0.0949748 
input 1.71403 5.03568 PredOutput 0.144901 0.107766 
input 1.87097 6.54935 PredOutput 0.154899 0.11855 
input 0.382849 0.0561156 PredOutput 0.0540296 0.0107166 
input -0.10404 -0.00112615 PredOutput 0.0359258 -0.00853671 
input 0.116699 0.0015893 PredOutput 0.0434303 -0.000547149 
input -1.20896 -1.76701 PredOutput -0.019263 -0.0676559 
input 0.167971 0.0047392 PredOutput 0.0452913 0.00143226 
input -0.670798 -0.301839 PredOutput 0.0131663 -0.0328404 
input -0.435664 -0.0826906 PredOutput 0.0239526 -0.0213087 
input 0.63859 0.260415 PredOutput 0.0672622 0.0247446 
input 0.89402 0.714564 PredOutput 0.0839811 0.0425019 
input 1.14052 1.48356 PredOutput 0.102396 0.0621481 
input -2.12882 -9.64753 PredOutput -0.0727304 -0.125515 
input 0.443356 0.0871479 PredOutput 0.0568367 0.0136959 
input 0.118053 0.00164524 PredOutput 0.0434786 -0.000495773 
input -1.0726 -1.23399 PredOutput -0.0103619 -0.0580784 
input 1.71518 5.04575 PredOutput 0.144977 0.107848 
input 1.41386 2.82628 PredOutput 0.123426 0.0846717 
input -0.686578 -0.323646 PredOutput 0.0123565 -0.0337072 
input -2.095 -9.19503 PredOutput -0.0712032 -0.123854 
input -0.911304 -0.756814 PredOutput -0.000275396 -0.0472451 
input 0.0326021 3.46527e-05 PredOutput 0.0404979 -0.00366761 
input -1.35967 -2.51364 PredOutput -0.0291933 -0.0783594 
input -2.00906 -8.10925 PredOutput -0.0671478 -0.119448 
input 0.929961 0.804257 PredOutput 0.0865637 0.0452526 
input 2.03089 8.3764 PredOutput 0.164078 0.128467 
input -0.105832 -0.00118535 PredOutput 0.0358663 -0.00860011 
input -2.16929 -10.2083 PredOutput -0.0745075 -0.127447 
input 1.0724 1.2333 PredOutput 0.0971746 0.0565696 
input 1.26563 2.02729 PredOutput 0.112073 0.072501 
input -0.990455 -0.971638 PredOutput -0.00514351 -0.0524711 
input -1.78181 -5.65699 PredOutput -0.0552242 -0.10651 
input -1.43748 -2.97032 PredOutput -0.0342607 -0.0838289 
input -1.7746 -5.5886 PredOutput -0.0548183 -0.10607 
input -0.697225 -0.338937 PredOutput 0.0118041 -0.0342986 
input -0.288648 -0.0240496 PredOutput 0.029596 -0.015285 
input 0.442166 0.086448 PredOutput 0.0567797 0.0136354 
input -0.536812 -0.154692 PredOutput 0.0196026 -0.0259563 
input -1.69638 -4.88168 PredOutput -0.0503124 -0.101188 
input -1.2722 -2.05906 PredOutput -0.0234351 -0.0721504 
input -0.825689 -0.562923 PredOutput 0.00476552 -0.0418387 
input -1.66282 -4.59765 PredOutput -0.0483242 -0.099035 
input -0.44308 -0.0869857 PredOutput 0.0236477 -0.0216343 
input -1.49529 -3.34329 PredOutput -0.0379698 -0.0878356 
input -2.17609 -10.3045 PredOutput -0.0748007 -0.127766 
input -0.167424 -0.00469303 PredOutput 0.0338087 -0.0107928 
input 1.2581 1.99135 PredOutput 0.111491 0.0718778 
input 1.61567 4.21751 PredOutput 0.138167 0.100515 
input 0.11913 0.00169068 PredOutput 0.043517 -0.000454865 
input -1.71809 -5.07153 PredOutput -0.0515814 -0.102562 
input 0.609002 0.225868 PredOutput 0.0655403 0.0229216 
input -0.410894 -0.0693727 PredOutput 0.0249558 -0.0202374 
input 1.85482 6.38129 PredOutput 0.153915 0.117488 
input -0.553516 -0.169586 PredOutput 0.018843 -0.0267684 
input 1.35502 2.48793 PredOutput 0.118953 0.079874 
input 1.9104 6.97222 PredOutput 0.157259 0.121097 
input 0.943499 0.839894 PredOutput 0.087548 0.0463013 
input 0.548496 0.165014 PredOutput 0.0621795 0.0193618 
input 0.756099 0.432252 PredOutput 0.0745634 0.0324881 
input 0.438709 0.0844362 PredOutput 0.0566145 0.0134602 
input -1.33805 -2.39561 PredOutput -0.0277739 -0.0768283 
input 1.03537 1.10991 PredOutput 0.0943683 0.0535741 
input -0.822846 -0.557129 PredOutput 0.00492838 -0.0416641 
input -1.75017 -5.36097 PredOutput -0.053431 -0.104566 
input -1.32122 -2.30633 PredOutput -0.0266665 -0.0756341 
input 1.9668 7.60823 PredOutput 0.160525 0.124625 
input 1.22524 1.83933 PredOutput 0.108947 0.0691544 
input -0.903754 -0.738161 PredOutput 0.000179112 -0.0467574 
input 1.64302 4.43536 PredOutput 0.140073 0.102567 
input 0.569181 0.184396 PredOutput 0.0633043 0.0205536 
input 1.20252 1.73893 PredOutput 0.107188 0.0672726 
input 0.517362 0.138479 PredOutput 0.060533 0.0176165 
input -0.949127 -0.855014 PredOutput -0.00257928 -0.0497177 
input -1.44002 -2.98613 PredOutput -0.0344251 -0.0840065 
input -0.250612 -0.0157401 PredOutput 0.0309506 -0.0138401 
input -1.75698 -5.42379 PredOutput -0.0538195 -0.104987 
input 0.473441 0.10612 PredOutput 0.0583029 0.0152514 
input 1.09876 1.32652 PredOutput 0.0991879 0.0587197 
input -0.46535 -0.100772 PredOutput 0.0227192 -0.0226261 
input -1.89977 -6.85648 PredOutput -0.0616277 -0.113455 
input 1.67742 4.71982 PredOutput 0.142434 0.105109 
input -0.124789 -0.00194326 PredOutput 0.035236 -0.00927172 
input -1.11729 -1.39474 PredOutput -0.0132544 -0.061189 
input -1.64525 -4.45343 PredOutput -0.0472707 -0.0978946 
input -0.0621906 -0.000240533 PredOutput 0.0373142 -0.00705763 
input -1.61309 -4.19738 PredOutput -0.0453216 -0.0957853 
input -2.18756 -10.4684 PredOutput -0.0752919 -0.1283 
input 1.35791 2.5039 PredOutput 0.119175 0.0801112 
input -1.42818 -2.91307 PredOutput -0.0336593 -0.0831796 
input 1.21025 1.77267 PredOutput 0.107787 0.0679129 
input -1.28807 -2.13707 PredOutput -0.0244821 -0.073279 
input 0.738797 0.40325 PredOutput 0.0734439 0.0312997 
input 1.72622 5.14389 PredOutput 0.145712 0.10864 
input -1.34863 -2.4529 PredOutput -0.028469 -0.0775781 
input 0.764052 0.446035 PredOutput 0.0750828 0.0330397 
input 0.143062 0.00292803 PredOutput 0.0443788 0.000461788 
input 0.955203 0.871539 PredOutput 0.0884036 0.0472131 
input -2.17429 -10.279 PredOutput -0.0747234 -0.127682 
input 0.850829 0.615924 PredOutput 0.0809431 0.0392687 
input 0.673581 0.305612 PredOutput 0.0693607 0.0269683 
input 0.0631473 0.000251805 PredOutput 0.041549 -0.00254888 
input -1.97795 -7.73829 PredOutput -0.0656175 -0.117786 
input 1.66766 4.63787 PredOutput 0.141768 0.104392 
input -0.949168 -0.855125 PredOutput -0.0025818 -0.0497204 
input -0.268442 -0.0193442 PredOutput 0.0303201 -0.0145127 
input 1.25922 1.99667 PredOutput 0.111578 0.0719705 
input -0.32316 -0.0337484 PredOutput 0.0283337 -0.0166318 
input 2.05785 8.71453 PredOutput 0.165524 0.13003 
input -1.49897 -3.36807 PredOutput -0.0382042 -0.088089 
input -0.458989 -0.0966959 PredOutput 0.0229864 -0.0223407 
input 1.07804 1.25285 PredOutput 0.0976042 0.0570283 
input -1.81048 -5.93442 PredOutput -0.0568217 -0.108242 
input 1.75069 5.36568 PredOutput 0.147321 0.110375 
input -0.355767 -0.0450295 PredOutput 0.0271083 -0.0179395 
input 1.22492 1.8379 PredOutput 0.108922 0.0691281 
input -0.169449 -0.00486537 PredOutput 0.0337404 -0.0108656 
input 0.448038 0.0899385 PredOutput 0.0570617 0.0139346 
input -1.31018 -2.24901 PredOutput -0.0259396 -0.0748502 
input -1.88618 -6.71045 PredOutput -0.0609135 -0.11268 
input -0.50816 -0.131221 PredOutput 0.0208778 -0.0245935 
input 1.83414 6.17022 PredOutput 0.15264 0.116111 
input 1.65266 4.51388 PredOutput 0.140739 0.103283 
input 1.88618 6.71043 PredOutput 0.155817 0.119541 
input 2.06094 8.75375 PredOutput 0.165687 0.130207 
input -1.37171 -2.58099 PredOutput -0.0299816 -0.07921 
input -1.0477 -1.15004 PredOutput -0.00876529 -0.0563623 
input 0.976019 0.929768 PredOutput 0.0899356 0.0488461 
input -0.945344 -0.84483 PredOutput -0.00234689 -0.0494683 
input 2.01392 8.16822 PredOutput 0.163153 0.127467 
input -0.295358 -0.0257659 PredOutput 0.0293532 -0.015544 
input -0.599599 -0.215567 PredOutput 0.0166845 -0.0290764 
input -1.03566 -1.11082 PredOutput -0.00799709 -0.0555367 
input -1.38147 -2.63651 PredOutput -0.0306202 -0.0798991 
input -2.1694 -10.2099 PredOutput -0.0745124 -0.127453 
input -2.14861 -9.91904 PredOutput -0.0736061 -0.126467 
input 0.612474 0.229753 PredOutput 0.0657397 0.0231328 
input 0.773055 0.461989 PredOutput 0.0756746 0.0336682 
input 0.20998 0.00925841 PredOutput 0.0468733 0.00311436 
input -1.2189 -1.81093 PredOutput -0.0199177 -0.0683609 
input 1.58745 4.00037 PredOutput 0.136175 0.0983716 
input 1.57003 3.87014 PredOutput 0.134933 0.0970356 
input 2.00689 8.08294 PredOutput 0.162767 0.127049 
input -1.11246 -1.37675 PredOutput -0.0129406 -0.0608515 
input 0.562671 0.178141 PredOutput 0.0629476 0.0201757 
input 0.0765192 0.000448034 PredOutput 0.042014 -0.00205403 
input 0.854001 0.622838 PredOutput 0.0811636 0.0395033 
input 0.525667 0.145255 PredOutput 0.0609668 0.0180764 
input 1.73956 5.264 PredOutput 0.146592 0.109588 
input 0.985491 0.957102 PredOutput 0.090637 0.0495939 
input -1.42271 -2.87972 PredOutput -0.0333048 -0.0827969 
input 0.606787 0.223413 PredOutput 0.0654135 0.0227874 
input -2.09187 -9.15383 PredOutput -0.0710597 -0.123699 
input -1.26602 -2.02918 PredOutput -0.0230269 -0.0717106 
input -1.62948 -4.32661 PredOutput -0.0463184 -0.0968639 
input 1.07868 1.2551 PredOutput 0.0976532 0.0570806 
input -1.11325 -1.37966 PredOutput -0.0129916 -0.0609063 
input 1.74704 5.33226 PredOutput 0.147083 0.110118 
input -0.364436 -0.0484021 PredOutput 0.0267768 -0.0182934 
input -1.79303 -5.76449 PredOutput -0.0558524 -0.107191 
input 1.67519 4.70103 PredOutput 0.142283 0.104945 
input -1.25514 -1.97732 PredOutput -0.0223089 -0.0709369 
input -0.183618 -0.00619082 PredOutput 0.0332613 -0.0113764 
input 1.6541 4.5257 PredOutput 0.140838 0.10339 
input 0.676543 0.30966 PredOutput 0.0695413 0.0271598 
input 1.31431 2.27033 PredOutput 0.115829 0.076525 
input -0.781215 -0.476772 PredOutput 0.00727792 -0.0391461 
input 1.60245 4.11488 PredOutput 0.137238 0.0995147 
input -1.76163 -5.46695 PredOutput -0.0540839 -0.105274 
input 0.336509 0.0381058 PredOutput 0.0519966 0.00855802 
input 0.0779779 0.000474149 PredOutput 0.0420649 -0.00199987 
input 1.25023 1.95418 PredOutput 0.110882 0.0712253 
input -1.17671 -1.62934 PredOutput -0.0171411 -0.0653713 
input 1.40405 2.76787 PredOutput 0.122684 0.083876 
input 1.28005 2.09738 PredOutput 0.113187 0.0736946 
input 1.21396 1.789 PredOutput 0.108074 0.0682198 
input -0.917702 -0.772868 PredOutput -0.000662083 -0.04766 
input -2.06093 -8.75369 PredOutput -0.0696255 -0.12214 
input 0.509936 0.132601 PredOutput 0.0601484 0.0172087 
input 1.93446 7.23898 PredOutput 0.158668 0.122619 
input 0.998123 0.99438 PredOutput 0.091576 0.0505953 
input -1.52178 -3.52414 PredOutput -0.0396492 -0.0896507 
input 1.58154 3.95587 PredOutput 0.135755 0.0979195 
input 1.61621 4.22179 PredOutput 0.138206 0.100556 
input -0.483778 -0.113224 PredOutput 0.0219358 -0.023463 
input 0.252082 0.0160187 PredOutput 0.0485157 0.00486004 
input -1.69752 -4.89156 PredOutput -0.0503796 -0.101261 
input -0.845842 -0.605156 PredOutput 0.00360225 -0.0430858 
input -2.04583 -8.56264 PredOutput -0.0689135 -0.121366 
input 0.93808 0.825504 PredOutput 0.0871533 0.0458807 
input -0.287144 -0.0236756 PredOutput 0.0296502 -0.0152271 
input -1.84631 -6.29382 PredOutput -0.0587818 -0.110367 
input 1.60544 4.13793 PredOutput 0.137448 0.0997413 
input -1.11551 -1.38809 PredOutput -0.0131387 -0.0610645 
input -1.75506 -5.40596 PredOutput -0.0537097 -0.104868 
input -1.83666 -6.19566 PredOutput -0.0582581 -0.109799 
input 2.15398 9.99369 PredOutput 0.17044 0.13535 
input -1.56434 -3.8282 PredOutput -0.0423171 -0.0925351 
input -0.389175 -0.0589433 PredOutput 0.0258166 -0.0193183 
input 1.71785 5.06939 PredOutput 0.145155 0.10804 
input -1.50676 -3.42083 PredOutput -0.0386988 -0.0886234 
input 1.01498 1.04561 PredOutput 0.0928354 0.0519385 
